time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-27 00:00:00+00:00,2,1,,
2023-11-30 00:00:00+00:00,1,1,,
2023-12-04 00:00:00+00:00,101,24,,
2023-12-05 00:00:00+00:00,22,10,,
2023-12-06 00:00:00+00:00,164,37,4.0,2.0
2023-12-07 00:00:00+00:00,44,11,,
